appid,title
2361770,"Game_2361770"
3564740,"Game_3564740"
985810,"Game_985810"
3404260,"Game_3404260"
601150,"Game_601150"
1778820,"Game_1778820"
3879660,"Game_3879660"
976310,"Game_976310"
1364780,"Game_1364780"
3202030,"Game_3202030"
1859910,"Game_1859910"
329050,"Game_329050"
2384580,"Game_2384580"
