appid,title
2074920,"Game_2074920"
578080,"Game_578080"
2357570,"Game_2357570"
1174180,"Game_1174180"
1407200,"Game_1407200"
2139460,"Game_2139460"
3240220,"Game_3240220"
1659420,"Game_1659420"
552990,"Game_552990"
553850,"Game_553850"
699130,"Game_699130"
1808500,"Game_1808500"
